PhaseID,PhaseName,PhaseGoal,PhaseStartDate,PhaseEndDate,ShoulderNotes,GripStatus,SessionID,SessionDate,ProgramDay,PhaseWeek,WorkoutName,SessionStartTime,SessionEndTime,ExerciseLogID,ExerciseName,Category,MovementPattern,MuscleGroup,IsUnilateral,IsTimed,SetNumber,WeightLbs,Reps,DurationSeconds,DistanceValue,DistanceUnit,TempoEccentric,TempoPause,TempoConcentric,RIR,SupersetGroupID,GeneralNotes,ExerciseDateTime
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0836,Chest Supported DB Row (Spider),Pull,Pull,Back,FALSE,FALSE,3,70,7.5,,,,2,1,2,1,,Tempo 2-1-2; RIR 1; right and left grip getting taxed,2026-03-23T21:10:25.374Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0837,Chest Supported DB Row (Spider),Pull,Pull,Back,FALSE,FALSE,4,70,7.5,,,,2,1,2,1,,Tempo 2-1-2; RIR 1; right and left grip getting taxed,2026-03-23T21:12:24.268Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0838,Face Pull,Pull,Pull,Other,FALSE,FALSE,1,25,20,,,,2,2,2,2,,Tempo 2-2-2; RIR 2; cable at 4,2026-03-23T21:16:59.634Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0839,Face Pull,Pull,Pull,Other,FALSE,FALSE,2,27.5,20,,,,2,2,2,2,,Tempo 2-2-2; RIR 2; cable at 4,2026-03-23T21:20:05.849Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0840,Face Pull,Pull,Pull,Other,FALSE,FALSE,3,30,20,,,,2,2,2,2,,Tempo 2-2-2; RIR 2; cable at 4,2026-03-23T21:22:58.153Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0841,Incline Dumbbell Curl (Supinated),Arms_Biceps,Curl,Upper Arms,FALSE,FALSE,1,30,11,,,,3,1,2,1,,Tempo 3-1-2; RIR 1; bench at 3,2026-03-23T21:26:57.966Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0842,Incline Dumbbell Curl (Supinated),Arms_Biceps,Curl,Upper Arms,FALSE,FALSE,2,30,8,,,,3,1,2,1,,Tempo 3-1-2; RIR 1; bench at 3,2026-03-23T21:34:24.797Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260323-01,3/23/2026,1,1,Phase 4 -  Day 1: Carries + Pull (Strength Bias),2026-03-23T20:42:15.024Z,2026-03-23T21:34:26.687Z,E-20260323-0843,Incline Dumbbell Curl (Supinated),Arms_Biceps,Curl,Upper Arms,FALSE,FALSE,3,30,7,,,,3,1,2,1,,Tempo 3-1-2; RIR 1; bench at 3,2026-03-23T21:34:26.687Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0844,Rowing,Pull,Pull,Cardio,FALSE,TRUE,1,,,300,0.81,mi,,,,,,Warmup,2026-03-27T20:30:45.929Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0845,Scap Push Ups,Push,Horizontal Press,Other;Shoulders,FALSE,FALSE,1,0,12,,,,,,,,,,2026-03-27T20:35:48.451Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0846,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,1,125,8,,,,3,1,1,2,,Tempo 3-1-1; RIR 2,2026-03-27T20:37:15.115Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0847,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,2,125,7,,,,3,1,1-Jan,1-2,,Tempo 3-1-1; RIR 1-2,2026-03-27T20:39:14.620Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0848,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,3,125,6,,,,3,1,1-Jan,1-2,,Tempo 3-1-1; RIR 1-2,2026-03-27T20:41:29.642Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0849,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,4,125,5,,,,3,1,1-Jan,1-2,,Tempo 3-1-1; RIR 1-2,2026-03-27T20:43:24.745Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0850,Single Arm Cable Press,Push,Horizontal Press,,TRUE,FALSE,1,20,12,,,,2,1,2,2,,Tempo 2-1-2; RIR 2,2026-03-27T20:48:26.391Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0851,Single Arm Cable Press,Push,Horizontal Press,,TRUE,FALSE,2,20,12,,,,2,1,2-Jan,1-2,,Tempo 2-1-2; RIR 1-2,2026-03-27T20:51:51.699Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0852,Single Arm Cable Press,Push,Horizontal Press,,TRUE,FALSE,3,22.5,12,,,,2,1,2-Jan,1-2,,Tempo 2-1-2; RIR 1-2,2026-03-27T20:55:53.926Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0853,Rope Push-Downs,Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,1,45,12,,,,2,1,2-Jan,1-2,,Tempo 2-1-2; RIR 1-2,2026-03-27T20:58:35.098Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0854,Rope Push-Downs,Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,2,45,10,,,,2,1,2,1,,Tempo 2-1-2; RIR 1,2026-03-27T21:00:36.060Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0855,Rope Push-Downs,Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,3,50,9,,,,2,1,2,1,,Tempo 2-1-2; RIR 1,2026-03-27T21:02:57.634Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0856,Rope Push-Downs,Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,4,50,5.5,,,,2,1,2,1,2026-03-27T21:05:30.587Z,Tempo 2-1-2; RIR 1,2026-03-27T21:05:35.862Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0857,Rope Push-Downs,Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,5,40,3,,,,2,1,2,1,2026-03-27T21:05:30.587Z,Tempo 2-1-2; RIR 1,2026-03-27T21:05:41.167Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0858,Single-Arm Overhead Cable Extension,Arms_Triceps,Extension,,TRUE,FALSE,1,10,12,,,,3,1,2,1,,Tempo 3-1-2; RIR 1; seated row pulley as all other cables were taken; 10# plate,2026-03-27T21:10:47.504Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0859,Single-Arm Overhead Cable Extension,Arms_Triceps,Extension,,TRUE,FALSE,2,10,12,,,,3,1,2,1,,Tempo 3-1-2; RIR 1; seated row pulley as all other cables were taken; 10# plate,2026-03-27T21:14:08.200Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0860,Single-Arm Overhead Cable Extension,Arms_Triceps,Extension,,TRUE,FALSE,3,10,12,,,,3,1,2,1,,Assisted 9-12; Tempo 3-1-2; RIR 1; seated row pulley as all other cables were taken; 10# plate,2026-03-27T21:18:36.458Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0861,Dumbbell Lateral Raise,Push,Lateral Raise,,FALSE,FALSE,1,6,15,,,,2,2,2-Jan,1-2,,Tempo 2-2-2;RIR 1-2,2026-03-27T21:20:59.125Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0862,Dumbbell Lateral Raise,Push,Lateral Raise,,FALSE,FALSE,2,10,13,,,,2,2,2-Jan,1-2,,Tempo 2-2-2;RIR 1-2,2026-03-27T21:23:42.293Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260327-01,3/27/2026,2,2,Phase 4 -  Day 2: Push + Triceps (Hypertrophy),2026-03-27T20:30:45.929Z,2026-03-27T21:26:57.715Z,E-20260327-0863,Dumbbell Lateral Raise,Push,Lateral Raise,,FALSE,FALSE,3,10,10,,,,2,2,2,0-1,,Tempo 2-2-2;RIR 0-1,2026-03-27T21:26:57.715Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0864,Rowing,Pull,Pull,Cardio,FALSE,TRUE,1,,,300,0.08,mi,,,,,,"Warmup: 1300m=4,265 ft 1.102 in ",2026-03-28T16:29:52.534Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0865,Chest Supported DB Row (Spider),Pull,Pull,Back,FALSE,FALSE,1,70,10,,,,2,1,2,2,,Tempo 2-1-2; RIR 2,2026-03-28T16:38:16.953Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0866,Chest Supported DB Row (Spider),Pull,Pull,Back,FALSE,FALSE,2,70,10,,,,2,1,2,2,,Tempo 2-1-2; RIR 2,2026-03-28T16:40:11.769Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0867,Chest Supported DB Row (Spider),Pull,Pull,Back,FALSE,FALSE,3,70,8,,,,2,1,2-Jan,1-2,,Tempo 2-1-2; RIR 1-2,2026-03-28T16:42:12.355Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0868,Chest Supported DB Row (Spider),Pull,Pull,Back,FALSE,FALSE,4,70,8,,,,2,1,2,1,,Tempo 2-1-2; RIR 1,2026-03-28T16:44:25.436Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0869,Single-Arm Neutral Grip Cable Pulldown,Pull,Pull,Back,TRUE,FALSE,1,145,12,,,,2,1,2-Jan,1-2,,Tempo 2-1-2; RIR 1-2; lat pulldown pulley,2026-03-28T16:50:18.346Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0870,Single-Arm Neutral Grip Cable Pulldown,Pull,Pull,Back,TRUE,FALSE,2,150,11,,,,2,1,2-Jan,1-2,,70# plate + 2 2.5lbs plates; Tempo 2-1-2; RIR 1-2; lat pulldown pulley,2026-03-28T16:53:40.060Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0871,Single-Arm Neutral Grip Cable Pulldown,Pull,Pull,Back,TRUE,FALSE,3,170,10,,,,2,1,2,1,,85# plate; Tempo 2-1-2; RIR 1; lat pulldown pulley; tapped assist on 10,2026-03-28T16:57:07.345Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0872,Seat Cable Row (V / Narrow Neutral Grip),Pull,Pull,,FALSE,FALSE,1,140,10,,,,,1,2-Jan,1-2,,Tempo; 2-1-2; RIR 1-2; triceps hitting lats on the pullback seeming to limit ROM,2026-03-28T17:02:13.253Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0873,Seat Cable Row (V / Narrow Neutral Grip),Pull,Pull,,FALSE,FALSE,2,140,10,,,,,,1,,,Tempo; 3-1.5-1;,2026-03-28T17:04:58.358Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0874,Seat Cable Row (V / Narrow Neutral Grip),Pull,Pull,,FALSE,FALSE,3,140,7.5,,,,,,1,,,Tempo; 3-1.5-1; grip starting to give out,2026-03-28T17:07:32.682Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0875,Rear Delt Cable Fly,Pull,Pull,,FALSE,FALSE,1,5,15,,,,2,2,2,2+,,Tempo 2-2-2; RIR 2+,2026-03-28T17:13:10.551Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0876,Rear Delt Cable Fly,Pull,Pull,,FALSE,FALSE,2,7.5,15,,,,2,2,2,2,,Tempo 2-2-2; RIR 2,2026-03-28T17:15:53.344Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0877,Rear Delt Cable Fly,Pull,Pull,,FALSE,FALSE,3,7.5,15,,,,2,2,2,2,,Tempo 2-2-2; RIR 2,2026-03-28T17:19:10.628Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0878,Suitcase Carries,Carry,Carry,Other,TRUE,TRUE,1,75,,49.8,,,,,,,,2.5 mph; 0 incline; 50/60=0.833 ,2026-03-28T17:23:24.049Z
4,Phase 4 - Consolidation,Consolidate movement patterns and progress loads across all patterns,2026-03-18,2026-04-02,Anterior capsule awareness continues during incline curls occasionally; slight awareness during pulldowns,Grip continuing to be limiting factor on rows and RDLs; suitcase carry at 65-75 lbs,S-20260328-01,3/28/2026,3,2,Phase 4 -  Day 3: Carries + Pull (Volume/Stability),2026-03-28T16:29:52.534Z,2026-03-28T17:36:47.477Z,E-20260328-0879,Suitcase Carries,Carry,Carry,Other,TRUE,TRUE,2,75,,45,,,,,,,,2.5 mph; 0 incline; 45/60=0.75 ,2026-03-28T17:25:58.075Z
